Date,Location,Death Number,Injured Number,Accident Time,Part of Day,Accident Vechile,Accident Type,News Text,News Link
2023-05-03,[],[328.0],[],[],[],['motorcycle'],vehicle-human,"According to a report published on Tuesday, the Muslim Eid al-Fitr festival rush in Bangladesh between April 15 and April 29 resulted in a considerable number of road accidents. In total, 304 accidents occurred, with 328 individuals losing their lives and 565 others sustaining injuries.

As per the report presented by the Bangladesh Jatri Kalyan Samity, an association dedicated to the welfare of passengers, the majority of the mishaps were attributed to the utilization of motorcycles.

Specifically, a concerning total of 165 motorcycle accidents resulted in the loss of 167 individuals, alongside 120 injuries.

The collection of data by the organization was reportedly derived from a variety of sources, including reports published in national newspapers, online news portals and electronic media outlets within the geographical boundaries of Bangladesh.

328 people killed in B'desh road crashes during Eid festival rush - Window To News https://t.co/ufHw0rCsVy — Window To News (@windowtonews) May 3, 2023

On Tuesday, Mozammel Hoque Chowdhury, the Secretary General of the organization, divulged the details during a press briefing held in Dhaka, the capital city of the country.`

According to the individual's statement, the incidence of road crashes and consequent fatalities during the Eid holiday period exhibited a decrease of 18.2 percent and 21.1 percent, respectively, when compared to the figures recorded in the previous year's Eid surge.

As per the report, the state of the nation's roads and highways exhibited a measurable improvement relative to previous years during the recent Eid rush, owing to the sustained development initiatives undertaken by the government.",https://www.telesurenglish.net/news/328-Killed-in-Bangladesh-Road-Crashes-During-Eid-Festival-Rush-20230503-0005.html
2023-05-04,"['jashore', 'shailkupa', 'parbatipur', 'brahmapur', 'jhenaidah', 'dinajpur', 'dhaka', 'feni', 'kodalia', 'ruma']","[2.0, 5.0, 6.0]","[2.0, 5.0, 6.0, 9.0, 20.0, 26.0]","['7:30am', '8:00am']",['Morning'],"['bus', 'motorcycle', 'auto-rickshaw', 'truck']",vehicle-vehicle,"At least six people were killed and 26 injured in road accidents in Feni, Jashore, Jhenaidah and Dinajpur districts on Wednesday.

New Age correspondent in Feni reported that a man was killed and five others were injured in a road accident at Birali bazaar area of Feni sadar upazila on Feni-Sonaimuri Regional Road.

The deceased is Abul Bashar, 45, a resident of Baligaon union in Feni sadar upazila.

The accident occurred when a CNG-powered auto-rickshaw collided head-on with another auto-rickshaw from the opposite direction in Birali bazaar area leaving six people injured.

The injured were rushed to the emergency department of Feni General Hospital, where on duty doctor declared Abul Bashar dead.

Feni Model Police Station officer-in-Charge Md Nizam Uddin said that the body of the deceased has been kept in hospital for post-mortem examinations and legal process was ongoing in this incident.

Bangladesh Sangbad Sanstha reported that two people were killed and nineteen others injured in two separate road accidents in Jessore sadar upazila on Wednesday morning.

The deceased are Bashu Karmokar, 47, a resident of Gopaldi village under Madhukhali upazila in Faridpur district and Yousuf Ali Talukder, 30, a resident of Sankorpur area in Jashore.

The first accident occurred near Kodalia Govt Primary School at 7:30am when a Magura-bound bus fell down beside the road, leaving its 20 passengers injured.

Of the injured, 9 persons were taken to Jessore General Hospital where Bahsu Karmoker succumbed to his injuries.

Yusuf Ali died on the spot as a bus hit him at around 8:00am in the Bakchar area of the district town.

Two cases were filed with Jashore Sadar Model Police Station, said officer-in-charge of the police station Tajul Islam.

BSS also reported that a woman was killed and her husband and daughter were injured in a road accident at Brahmapur village under Shailkupa upazila in Jhenaidah district in the morning.

The deceased is Ruma Khatun, 35, a resident of village Dhuliapara of the upazila.

The accident occurred when a truck hit their motorcycle from opposite direction, leaving Ruma dead on the spot and her husband and daughter injured seriously injured.

Shailkupa Police Station officer-in-charge Aminul Islam said that the injured were taken to Shailkupa Upazila Health Complex.

Later, injured Rabi was taken to Dhaka for better treatment, he said adding that a case was filed in the connection.

United News of Bangladesh reported that two people were killed after a truck hit a van in Chandapar area under Dinajpur’s Parbatipur upazila.

The deceased is Abul Kalam, 50, and his nephew Ashraful Islam, 25, said Abul Hasnat Khan of Parbatipur Model Police Station.

‘Police arrested the truck driver and seized the truck. The family of the deceased is preparing to lodge a complaint,’ he added.",https://www.newagebd.net/article/200795/6-killed-26-injured-in-road-accidents-in-4-dists
2023-05-15,"['madaripur', 'shibchar', 'chakaria']",[6.0],[],[],[],"['pickup', 'bus']",vehicle-vehicle,"Another accident took place in the country. Some 19 people died. Afterwards it was learnt that the driver was tired from driving over 30 hours out of 48 hours. The bus had no permission to run and the tenure of its fitness certificate had expired.

The accident took place on the Bangabandhu Sheikh Mujibur Rahman Expressway at Shibchar of Madaripur last Sunday.

Earlier, six brothers died after a pickup van ran over them at Chakaria of Cox's Bazar in February 2022. Later it was learnt that the pickup had no updated documents of permission while the driver had no licence.

In most of the cases after road accidents in the country, it is found the vehicle had no permission for plying or had no route permit, nor fitness certificate. In many cases the drivers had no driving licence.",https://en.prothomalo.com/bangladesh/9mmw0afuek
2023-05-15,"['madaripur', 'shibchar', 'chakaria']",[6.0],[],[],[],"['pickup', 'bus']",vehicle-vehicle,"Another accident took place in the country. Some 19 people died. Afterwards it was learnt that the driver was tired from driving over 30 hours out of 48 hours. The bus had no permission to run and the tenure of its fitness certificate had expired.

The accident took place on the Bangabandhu Sheikh Mujibur Rahman Expressway at Shibchar of Madaripur last Sunday.

Earlier, six brothers died after a pickup van ran over them at Chakaria of Cox's Bazar in February 2022. Later it was learnt that the pickup had no updated documents of permission while the driver had no licence.

In most of the cases after road accidents in the country, it is found the vehicle had no permission for plying or had no route permit, nor fitness certificate. In many cases the drivers had no driving licence.",https://en.prothomalo.com/bangladesh/9mmw0afuek
2023-05-16,"['kumira', 'satkhira', 'shariatpur', 'tala']","[2.0, 13.0]","[3.0, 12.0, 13.0]",['5:15am'],['Morning'],['truck'],vehicle-human,"Two farm workers were killed and 12 people were injured as a truck carrying them fell into a roadside ditch after overturning on Khulna-Satkhira highway in Tala upazila of Satkhira early Tuesday.

The deceased -- Suman Hossain, 35, and Abul Hossain, 46 -- were residents of Shyamnagar upazila in the district.

Of the injured, only three could be identified: Farida Khatun, Arafat Hossain Mithu and Eshar Ali.

Taposh Kumar Das, who also sustained injuries in the accident and received treatment from Satkhira Sadar Hospital, said a total of 24 workers including him went to Shariatpur for harvesting paddy a few days ago.

On Monday night, all the workers were returning home on a truck loaded with paddy as they got those as wages, he said.

The accident happened at about 5:15am when the truck fell into the roadside ditch after overturning in front of Kumira Women's College on the highway, he said, adding that the helper was driving the vehicle despite their objection.

Shawkat Hossain, officer-in-charge of Khulna-Satkhira highway police station, said that the accident left Suman dead on the spot and 13 others critically injured.

On information, members of a nearby fire station rushed to the spot, recovered the body from beneath the truck, and sent the injured to several hospitals including the Sadar Hospital, he said.

Injured Abul Hossain succumbed to his injuries while undergoing treatment at the Sadar Hospital, the OC said, adding that the truck was seized but its driver and helper managed to flee.

Ten workers who sustained minor injuries returned home later, the police officer added.",https://www.newagebd.net/article/201808/two-workers-killed-12-injured-in-satkhira-road-accident
2023-05-16,"['kumira', 'satkhira', 'shariatpur', 'tala']","[2.0, 13.0]","[3.0, 12.0, 13.0]",['5:15am'],['Morning'],['truck'],vehicle-human,"Two farm workers were killed and 12 people were injured as a truck carrying them fell into a roadside ditch after overturning on Khulna-Satkhira highway in Tala upazila of Satkhira early Tuesday.

The deceased -- Suman Hossain, 35, and Abul Hossain, 46 -- were residents of Shyamnagar upazila in the district.

Of the injured, only three could be identified: Farida Khatun, Arafat Hossain Mithu and Eshar Ali.

Taposh Kumar Das, who also sustained injuries in the accident and received treatment from Satkhira Sadar Hospital, said a total of 24 workers including him went to Shariatpur for harvesting paddy a few days ago.

On Monday night, all the workers were returning home on a truck loaded with paddy as they got those as wages, he said.

The accident happened at about 5:15am when the truck fell into the roadside ditch after overturning in front of Kumira Women's College on the highway, he said, adding that the helper was driving the vehicle despite their objection.

Shawkat Hossain, officer-in-charge of Khulna-Satkhira highway police station, said that the accident left Suman dead on the spot and 13 others critically injured.

On information, members of a nearby fire station rushed to the spot, recovered the body from beneath the truck, and sent the injured to several hospitals including the Sadar Hospital, he said.

Injured Abul Hossain succumbed to his injuries while undergoing treatment at the Sadar Hospital, the OC said, adding that the truck was seized but its driver and helper managed to flee.

Ten workers who sustained minor injuries returned home later, the police officer added.",https://www.newagebd.net/article/201808/two-workers-killed-12-injured-in-satkhira-road-accident
2023-05-17,['noakhali'],1,[],[],[],"['rickshaw', 'truck']",vehicle-vehicle,"



NOAKHALI, May 17, 2023 (BSS) - A woman was killed in a road accident at Datto Bari crossing on the Maijdee-Sunapur Road in Sadar upazila here today.



The deceased was identified as Dinaj Sultana Jitu, 27, hailed from Chattogram city corporation area. She was an NGO activist.



Police said the accident occurred this morning in the area when a truck hit a rickshaw, leaving rickshaw passenger Jitu dead on the spot.



Officer-in-Charge of Sudharam Police Station Md Anowarul Islam said police recovered the body.



A case was filed in this connection, he added.



",https://www.bssnews.net/district/125867
2023-05-18,[],1,[],[],[],[],N/A,,https://www.kalerkantho.com/english/online/national/2023/05/18/53092
2023-05-22,['satkhira'],[2.0],[],[],[],"['motorcycle', 'motorbike', 'truck']",vehicle-vehicle,"Two SSC examinees were killed on Sunday night after a truck hit the motorbike they were riding on Satkhira-Khulna highway near Binerpota Bridge in Satkhira.

The deceased were identified as Akash Hossain, 17, and Ankush Sarkar, 17, students of Patkhelghata Bahumukhi High School.

Akash and Ankush were on their way to Satkhira town when the truck from the opposite direction hit their motorcycle in Binerpota Bridge area, leaving them dead on the spot.

Shimul Rana, an officer of Satkhira fire station said that they recovered the bodies and sent those to a hospital morgue for post mortem examinations.

The truck driver managed to flee the scene immediately, he said.",https://www.newagebd.net/article/202304/two-teenagers-killed-in-satkhira-road-accident
2023-05-24,"['bogura', 'dhaka']",1,[],['10:30am'],['Morning'],['bus'],vehicle-human,"A college teacher was killed when a bus knocked him down on Bogura-Rangpur highway at Jhopgari of Bogura Sadar upazila on Wednesday.

The deceased was identified as Hafizur Rahman, 50, a teacher of Ghoraghat Government College in Dinajpur and son of Mizanur Rahman of Dhunat upazila.

The accident occurred at about 10:30am when the Rangpur-bound bus hit Hafizur while crossing the road, leaving him dead on the spot, said Afzal Hossain, sub-inspector of Sadar police station.

Police seized the bus but the driver and his helper managed to flee the scene.",https://www.newagebd.net/article/202448/college-teacher-killed-in-bogura-road-accident
2023-05-24,['bogura'],1,[],['10:30 am'],['Morning'],['bus'],vehicle-human,"A college teacher was killed when a bus knocked him down on Bogura-Rangpur highway at Jhopgari in Sadar upazila of Bogura district on Wednesday.

The deceased was identified as Hafizur Rahman, 50, a teacher of Ghoraghat Government College in Dinajpur district and son of Mizanur Rahman of Dhunat upazila. The accident occurred at 10:30 am when the Rangpur-bound bus hit Hafizur while crossing the road, leaving him dead on the spot, said Afzal Hossain, sub-inspector of Sadar Police Station.

Police seized the bus but the driver and his helper managed to flee the scene.



",https://bangladeshpost.net/posts/college-teacher-killed-in-bogura-road-accident-112593
2023-05-25,"['fultola', 'kushtia', 'khoksa']",[2.0],[],[],[],"['bus', 'motorcycle']",vehicle-vehicle,"KUSHTIA, May 25, 2023 (BSS) - Two college students were killed as a passenger bus hit their motorcycle in Khoksa upazila here today.

The deceased were identified as Abu Musa, 18, hailed from Jagannathpur area in Khoksa Upazila and Parvej, 20, an inhabitant in Chowrongi area in the Upazila. They were the students at Shamspur College.

Police said the accident occurred this afternoon in Biljani Fultola area. Musa and Parvej died on the spot. Their bodies were sent to a hospital for autopsy, said Officer-in-Charge of Khoksa Thana Mostofa Habibullah.",https://www.bssnews.net/district/127372
2023-05-25,"['fultola', 'kushtia', 'khoksa']",[2.0],[],[],[],"['bus', 'motorcycle']",vehicle-vehicle,"KUSHTIA, May 25, 2023 (BSS) - Two college students were killed as a passenger bus hit their motorcycle in Khoksa upazila here today.

The deceased were identified as Abu Musa, 18, hailed from Jagannathpur area in Khoksa Upazila and Parvej, 20, an inhabitant in Chowrongi area in the Upazila. They were the students at Shamspur College.

Police said the accident occurred this afternoon in Biljani Fultola area. Musa and Parvej died on the spot. Their bodies were sent to a hospital for autopsy, said Officer-in-Charge of Khoksa Thana Mostofa Habibullah.",https://www.bssnews.net/district/127372
2023-05-28,['daudkandi'],"[2.0, 4.0]",[4.0],['8:30am'],['Morning'],['truck'],vehicle-human,"Representational image.

Two people were killed and four others injured when a microbus overturned after being hit by a truck on the Dhaka-Chattogram highway in Daudkandi of Cumilla district, police said.

The accident took place at Shahidnagar in Daudkandi upazila of the highway at about 8:30am on Sunday.

The deceased are Badsha Mia of Daudkandi’s Bhabanipur and Dulal Mia of Ketundi village.

Jahangir Alam, officer-in-charge of Daudkandi Highway Police Station, said that a truck hit the Daudkandi-bound microbus from behind. As a result, the microbus overturned on the side of the road killing two and injuring four others.

The injured were undergoing treatment at Gauripur Upazila Health Complex.

Meanwhile, the police recovered the bodies of the deceased and sent them to the Gauripur Upazila Health Complex morgue for autopsy. The vehicles involved in the accident have also been seized, the OC said.",https://www.newagebd.net/article/202769/2-killed-in-cumilla-road-accident
2023-05-28,"['naogaon', 'bogura', 'dhaka', 'adamdighi']",[10.0],[],['8:30am'],['Morning'],['bus'],vehicle-human,"A 10-year-old schoolboy died after being run over by a speeding bus on Bogura-Naogaon highway in Adamdighi upazila of Bogura on Sunday morning, said police.

The victim, Abu Bakar Siddique, was son of Shamim Miah of Dalomba Basatipara under the upazila and a Class II student of a local government primary school.

Rezaul Karim, an officer-in-charge of Adamdighi police station, said that the accident took place at about 8:30am when the Dhaka-bound bus from Naogaon ran over the boy while he was crossing the highway to go to his school in Dalomba Basatipara Bauttali area.

The impact of the incident left him dead on the spot, the police officer said, adding that the body was handed over to the family.

The bus managed to flee.

An unnatural death case was filed in connection with the accident, the police officer added.",https://www.newagebd.net/article/202766/minor-boy-killed-in-bogura-road-accident
2023-05-29,['dhaka'],1,[],['10 am'],['Morning'],[],N/A,"A boy has died after he was struck in the head by a rod that fell from the elevated expressway construction site in Dhaka’s Mohakhali.

The incident occurred in front of the British American Tobacco building in Mohakhali around 10 am on Monday, said Inspector Md Bachchu Mia of the Dhaka Medical College Police Outpost.

The boy has yet to be identified, but he was about 12 years of age. He was brought to the hospital from the scene by passersby.",https://bdnews24.com/bangladesh/ytu4uginel
2023-05-30,[],1,[],[],[],['bus'],vehicle-human,"Rescuers prepare to use a crane after a bus carrying Hindu pilgrims to a shrine skid off a highway bridge into a Himalayan gorge near Jammu, India, Tuesday, May 30, 2023. -- UNB photo

A bus carrying Hindu pilgrims to a shrine in Indian-controlled Kashmir skid off a highway bridge into a Himalayan gorge Tuesday, killing at least 10 people and injuring 55, police said.

The bus was on way to Katra town from the northern state of Punjab’s Amritsar city when it fell into the gorge near Jammu city, police said.

Local police officer Chandan Kohli told reporters that the bus was overloaded. He said the dead were from India’s eastern Bihar state.

Residents and authorities rushed to the accident spot and launched a rescue operation. The injured have been hospitalised.

The shrine of Vaishno Devi in Katra is highly revered by Hindus and hundreds of thousands visit it every year.

India has some of the highest road death rates in the world, with hundreds of thousands of people killed and injured annually. Most crashes are blamed on reckless driving, poorly maintained roads and aging vehicles.",https://www.newagebd.net/article/202947/10-killed-dozens-injured-in-indian-controlled-kashmir-road-accident
2023-06-01,"['feni', 'dighi']","[2.0, 3.0]","[2.0, 5.0]",['2:30am'],['Night'],['pickup'],vehicle-human,"Three people including a couple were killed and two others were injured in a road accident on Dhaka-Chattogram highway in Kazir Dighi area in Feni on early Thursday.

The deceased were Shimul, 30, his wife Yeasmin, 28, of village Soyarampur under Homna upazila in Cumilla and pickup van driver Abu Sayed, 29, a resident of village Korpai of Burichang upazila in the same district.

The injured are Yeasmin’s father Delwar Hossain, 65, and Abu Sayed’s assistant Md Sagar, 22.

Ujjal Barua, an official of Feni Fire Service and Civil Defence, said that the couple was going to their new house in Cumilla’s Debidwar from Boropole area of Chattogram with their valuables in a pick-up van.

The accident occurred at about 2:30am when the speeding pickup van crashed into a covered van, leaving all the five critically injured, he said.

Raihan Uddin Chowdhury, a physician at Feni General Hospital, said three people including the couple were declared dead upon arrival.

The injured are undergoing treatment and the bodies were kept at the hospital morgue for autopsy, he said.

Rashed Khan Chowdhury, officer-in-charge of Fazilpur Highway police station, said legal action was being taken in this regard.",https://www.newagebd.net/article/203100/three-people-including-couple-killed-in-feni-road-accident
2023-06-01,"['jatrabari', 'dhaka']",[2.0],[],['4:45 am'],['Night'],['bus'],vehicle-human,"Two men have died in separate road accidents in Dhaka’s Jatrabari.

The victims were identified as Md Miraj Mia, 25, and Md Selim, 23.

Miraj was crossing the Jatrabari intersection on foot when a bus hit him from behind around 4:45 am on Friday, said Sub-inspector Md Tuhin Mia of Jatrabari Police Station.

Police took a gravely injured Miraj to Dhaka Medical College Hospital (DMCH) where the on-duty doctor declared him dead.

Miraj, a native of Chandpur, worked in a garment factory.",https://bdnews24.com/bangladesh/v37b3ymfgd
2023-06-02,[],[22.0],[7.0],[],[],['truck'],vehicle-human,"At least 22 people were killed and seven were injured in a road accident Thursday in the northeastern part of Botswana, local police said.

Superintendent Robert Mmese, a senior officer in northern part of Botswana, said the accident happened when a truck collided with a minibus on a road northwest of Francistown, Botswana's second-largest city.",https://www.daily-sun.com/post/692719/22-dead-7-injured-in-road-accident-in-Botswana
2023-06-02,"['paba', 'rajshahi']",1,[],[],[],"['truck', 'motorbike']",vehicle-vehicle,"RAJSHAHI, June 2, 2023 (BSS) - A college student was killed when his motorbike hit a stranded truck in Baneshwar area on Rajshahi-Dhaka highway under Puthiya Upazila in the district this noon.

The deceased has been identified as Navidul Islam, 19, son of Nazrul Islam of Raghurajpur village under the same upazila. He was a first year HSC student at Baneshwar Government Degree College.

Locals rushed him to Rajshahi Medical College Hospital where the attending doctors declared him dead.

Mofakkarul Islam, Officer-in-Charge of Paba Highway Police, said reckless motorbike driving might be the cause behind the accident.",https://www.bssnews.net/district/128751
2023-06-29,[],[15.0],[],[],[],"['truck', 'bus', 'car']",vehicle-vehicle,"Smoke comes out of a car following a road accident that left 15 dead near Carberry, west of Winnipeg, Canada on June 15, 2023. – AFP photo.

A semi-trailer truck and a bus carrying elderly people collided in central Canada’s Manitoba province on Thursday, killing at least 15 people and injuring 10 more, authorities said.

Canadian police said on Twitter that officers were responding to a ‘mass casualty collision’ near the town of Carberry, west of Winnipeg, and that first responders and other Royal Canadian Mounted Police units were on the scene.

‘What I can confirm right now is that a bus carrying approximately 25 people collided with a semi at the intersection of Highway One and Highway Five,’ RCMP Manitoba officer Rob Hill told reporters, adding most of the people in the minibus were elderly.

‘Fifteen people have been confirmed deceased,’ while 10 others were transported to hospital with various injuries, he said.

Hospitals in the region confirmed they were responding to large numbers of victims and that all facilities were on alert.

The crash occurred on the Trans-Canada Highway north of Carberry.

Several tarps were laid on the ground, apparently covering some of the victims, according to the Canadian Broadcasting Corporation, which said witnesses described a burned vehicle in a ditch near the highway.

According to Nirmesh Vadera, who works near the accident site in a roadside hotel restaurant, numerous emergency vehicles and two helicopters were at the scene of the crash, which occurred around midday.

‘It was really, really surreal to see the extent of (the accident), because I’ve never seen this kind of fire on any vehicle,’ Vadera told AFP by telephone, adding there was lots of smoke visible around the site and dozens of emergency responders were on the scene.

‘The news from Carberry, Manitoba is incredibly tragic,’ Canadian Prime Minister Justin Trudeau said on his official Twitter feed, adding he was sending his ‘deepest condolences’ to those who lost loved ones.

‘I can’t imagine the pain you’re feeling, but Canadians are here for you,’ he said.

‘My heart breaks hearing the news of the tragic accident near Carberry. My most sincere condolences go out to all those involved,’ tweeted Manitoba’s premier Heather Stefanson.

She said flags at the province’s legislative building have been lowered to half-staff ‘out of respect for those we have tragically lost.’

Authorities said the highway was closed in both directions and they were asking motorists to avoid the area.

‘There were people all over the place, some looked like they were getting medical attention,’ truck driver Josh Carson, who had driven past the accident site, told Global News television.

‘It for sure looked like a pretty bad one.’

Thursday’s crash echoes a 2018 tragedy in which 15 people were killed in an accident in the neighboring western province of Saskatchewan when a truck collided with a bus carrying young ice hockey players.",https://www.newagebd.net/article/204365/15-killed-in-central-canada-road-accident
2023-06-29,['naogaon'],"[3.0, 4.0]","[3.0, 4.0]",['1:15pm'],['Afternoon'],"['rickshaw', 'truck']",vehicle-vehicle,"At least four people were killed and another was injured in a road accident on the Naogaon-Rajshahi regional highway in the area adjacent to Chakgouri Hat Bazar area under Mahdevpur upazila of Naogaon on Monday afternoon.

The identities of the deceased could not be known immediately.

The accident occurred when a truck collided head-on with another CNG-run auto rickshaw coming from the opposite direction around 1:15pm, leaving three passengers and driver of the auto rickshaw dead on the spot and another injured, said Md Jahidul Islam, Naogaon Fire Service and Civil Defense station officer.

The injured was admitted to local hospital, he added.",https://www.tbsnews.net/bangladesh/4-killed-naogaon-road-accident-644374
2023-06-29,[],1,[],[],[],"['bike', 'bus']",vehicle-vehicle,"The government of Bangladesh and the World Bank on Wednesday launched a project to improve road safety, and reduce fatalities and injuries from road accidents in selected cities, high-risk highways, and district roads.

The Road Safety Project, which receives $358 million in financing from the World Bank, is the first dedicated road safety project in South Asia supported by the World Bank.

On two national highways — N4 (Gazipur-Elenga) and N6 (Natore to Nawabganj) — the project will pilot comprehensive road safety measures, including improved engineering designs, signage and marking, pedestrian facilities, speed enforcement, and emergency care.

These measures will help reduce road traffic deaths by more than 30 per cent on these two highways.

To make the highways and urban roads safer, in five divisions — Dhaka, Khulna, Rajshahi, Rangpur, and Mymensingh — the project will install road signs, dividers, footpaths, raised zebra crossings, speed breakers, and bus bays.

‘Road safety affects us all. Road crashes are the fourth leading cause of children’s death in Bangladesh, and youth are disproportionately affected. Road fatalities and injuries are personal and family tragedies, and they undermine a country’s growth and human development. For Bangladesh, improving road safety is a key development priority,’ said Abdoulaye Seck, World Bank country director for Bangladesh and Bhutan.

‘Through this project and other ongoing initiatives, the World Bank is helping Bangladesh make roads safer for its people.’

Fast access to medical facilities and trauma care is crucial in saving lives from road crashes. The project will pilot ambulance services, including bike-ambulances, with a toll-free number to take road crash victims to the hospital quickly along selected highways and roads. Further, the project will upgrade trauma care facilities in selected district hospitals, and Upazila Health Complexes.

Road transport and bridges minister Obaidul Quader, who was present as the chief guest, said, ‘The project will support Bangladesh in its commitment to achieve the Sustainable Development Goals on road safety by 2030.’

The project will help modernise the capacity of the traffic police and highway patrol to manage speeding and prevent risky road user behaviour.

To control speed, the project will install CCTV on roads, and construct electric messaging system. It will make provision for patrol vehicles and crash site cleaning equipment.

It will also help the government strengthen institutions to effectively manage road safety across the country.

The Roads and Highways Department, Bangladesh Road Transport Authority, Bangladesh Police, Directorate General of Health Services of the government of Bangladesh will work together to implement the project.

Bangladesh currently has the largest ongoing IDA program totaling $16.3 billion. The World Bank was among the first development partners to support Bangladesh and has committed about $40 billion in grants, interest-free and concessional credits to the country since its independence.",https://www.newagebd.net/article/204197/bangladesh-wb-jointly-launch-project-to-improve-road-safety
2023-06-29,"['dhaka', 'ramna']",1,[],[],[],['Bus'],vehicle-human,"Works of new database for road traffic crashes in Dhaka city are going on under the Dhaka Road Traffic Safety Project to improve road safety.

For the database, DRIVER system prototype (web and android app) has already been deployed, the project officials also said at a project briefing held at the DMP Media Centre on Saturday.

The three-year project is a joint initiative of the Dhaka Metropolitan Police and Japan International Cooperation Agency under the JICA grant.

Currently, the government officially recognises only the road crash data compiled by the Bangladesh Police, who collect information from the first information report of cases filed over road crashes while many people die in hospitals afterwards following crashes.

The available government road data varies greatly from the data compiled by different non-government organisations which also collect crash data from published and broadcast news in different news outlets.

Earlier, the DRSP was launched in March 2022 with an aim to educate people about the situation on roads, change their mentality and strengthen DMP’s capacity to implement comprehensive road traffic safety measures in the capital.

Tetsushi Irie, specialist on road safety education and planning under the JICA expert team, said that the project is working on three outputs - safety education/public relations, strengthen capacity of traffic accident report/ analysis and planning/implementation of traffic safety and regulation and enforcement through pilot projects.

The project is analysing the current traffic accident reporting system and database, identifying issues and recommending improvements, showed a project document.

Replying to a question, Tetsushi Irie said that they were taking traffic accident data from all different sources, including the hospitals, and the Accident Research Institute was assisting to build up the database.

Under the project, a new Road Crash Form has been developed to collect traffic accident data, he added.

Traffic inspectors and sergeants from Ramna division received training in reporting on crash information using the new form before beginning the trial, said the project officials.

Under the project, four proposals – Safe and Secure Road Crossing Project, Safety Bus Boarding/Alighting Project, Project for Traffic accidents Response Capacity by DMP Officers and Children’s Traffic Park for Road Traffic Safety Class/Courses– are under consideration for launching a pilot project.

For strengthening the capacity of traffic safety education and public relations under the project, a poster contest for school students and a slogan contest for college students are underway while training has been imparted to DMP officers.

Nao Tsujimura, specialist on social and environmental issues under the JICA expert team, proposed for a Journalists’ Club on road safety in Dhaka to cover distinctive news, special features and series.

At the briefing, DMP additional deputy commissioner (media) KN Roy Niyoti was also present, among others.

The project’s Joint Coordinating Committee was formed by the representatives from the DMP, the ARI, the Bangladesh Road Transport Authority, the Bangladesh Road Transport Corporation, the Dhaka Transport Coordination Authority and two city corporations in Dhaka.",https://www.newagebd.net/article/203354/new-database-for-road-traffic-crashes-in-dhaka-under-way
2023-06-29,"['dhaka', 'ramna']",1,[],[],[],['Bus'],vehicle-human,"Works of new database for road traffic crashes in Dhaka city are going on under the Dhaka Road Traffic Safety Project to improve road safety.

For the database, DRIVER system prototype (web and android app) has already been deployed, the project officials also said at a project briefing held at the DMP Media Centre on Saturday.

The three-year project is a joint initiative of the Dhaka Metropolitan Police and Japan International Cooperation Agency under the JICA grant.

Currently, the government officially recognises only the road crash data compiled by the Bangladesh Police, who collect information from the first information report of cases filed over road crashes while many people die in hospitals afterwards following crashes.

The available government road data varies greatly from the data compiled by different non-government organisations which also collect crash data from published and broadcast news in different news outlets.

Earlier, the DRSP was launched in March 2022 with an aim to educate people about the situation on roads, change their mentality and strengthen DMP’s capacity to implement comprehensive road traffic safety measures in the capital.

Tetsushi Irie, specialist on road safety education and planning under the JICA expert team, said that the project is working on three outputs - safety education/public relations, strengthen capacity of traffic accident report/ analysis and planning/implementation of traffic safety and regulation and enforcement through pilot projects.

The project is analysing the current traffic accident reporting system and database, identifying issues and recommending improvements, showed a project document.

Replying to a question, Tetsushi Irie said that they were taking traffic accident data from all different sources, including the hospitals, and the Accident Research Institute was assisting to build up the database.

Under the project, a new Road Crash Form has been developed to collect traffic accident data, he added.

Traffic inspectors and sergeants from Ramna division received training in reporting on crash information using the new form before beginning the trial, said the project officials.

Under the project, four proposals – Safe and Secure Road Crossing Project, Safety Bus Boarding/Alighting Project, Project for Traffic accidents Response Capacity by DMP Officers and Children’s Traffic Park for Road Traffic Safety Class/Courses– are under consideration for launching a pilot project.

For strengthening the capacity of traffic safety education and public relations under the project, a poster contest for school students and a slogan contest for college students are underway while training has been imparted to DMP officers.

Nao Tsujimura, specialist on social and environmental issues under the JICA expert team, proposed for a Journalists’ Club on road safety in Dhaka to cover distinctive news, special features and series.

At the briefing, DMP additional deputy commissioner (media) KN Roy Niyoti was also present, among others.

The project’s Joint Coordinating Committee was formed by the representatives from the DMP, the ARI, the Bangladesh Road Transport Authority, the Bangladesh Road Transport Corporation, the Dhaka Transport Coordination Authority and two city corporations in Dhaka.",https://www.newagebd.net/article/203354/new-database-for-road-traffic-crashes-in-dhaka-under-way
2023-06-29,"['faridpur', 'bhanga']",[7.0],[],[],[],[],N/A,"Seven members of a family and the driver of an ambulance have died after the vehicle hit the railings of a flyover and caught fire on Bangabandhu Expressway at Bhanga in Faridpur.

The victims are Taslima Begum, 50, her daughters Kamala, 30, and Beauty Begum, 26, Kamala’s sons Arif, 12, Hasib, 10, and daughter Afsa, 1, Beauty’s son Mehedi, 10, and driver Mrinal Malo.

The family members were on their way home to Boalmari to celebrate Eid-ul-Azha after Taslima was released from the National Institute of Neurosciences and Hospital on Saturday morning after a monthlong stay at the hospital for treatment.",https://bdnews24.com/bangladesh/cr5nbem4ji
